"NAME","F_CLASS","F_DESIG","LAT","LONG","ADM1","ADM2"
"Azanohu","P","PPL","  11.4000","   9.7000","Jigawa","BirninKu"
"Azande","P","PPL","   7.0166","   8.8166","Benue","Konshish"
"Azamazu","P","PPL","  10.6833","   4.5500","Niger","Agwara"
"Azamate","P","PPL","  10.7000","   4.6333","Niger","Agwara"
"Azakagu","P","PPL","  10.6833","   4.5333","Niger","Agwara"
"Azaho","P","PPL","   7.3333","   8.5833","Benue","Konshish"
"Azahan","P","PPL","   7.8833","   8.6000","Benue","Guma"
"Azahan","P","PPL","   7.2666","   8.5666","Benue","Konshish"
"Azagetsu","P","PPL","   7.6166","  10.0666","Taraba","Donga"
"Azagbene","P","PPL","   4.9166","   5.8500","Rivers","Ekeremor"
"Azagba Ogwashi","P","PPL","   6.2333","   6.6000","Delta","AniochaS"
"Azagba","P","PPL","   5.4833","   6.3833","Delta","IsokoNor"
"Azaga","P","PPL","   7.0833","   8.6666","Benue","Konshish"
"Azabo","P","PPL","   7.0166","   8.9333","Benue","Vandeiky"
"Aza Achacha","H","STM","   5.0166","   7.6166","Akwalbom","EtimEkpo"
"Aza","P","PPL","   8.3333","   8.9500","Plateau","Lafia"
"Ayuwu","P","PPL","   7.1000","   8.6166","Benue","Konshish"
"Ayun","P","PPL","   4.8602","   6.4505","Rivers","Abua/Odu"
"Ayukasa (2)","P","PPL","   6.1666","   8.6166","Cross River","Ikom"
"Ayukasa","P","PPL","   6.1666","   8.6333","Cross River","Ikom"
"Ayukasa","P","PPL","   6.1666","   8.6166","Cross River","Ikom"
"Ayua","P","PPL","   7.3333","   8.6166","Benue","Konshish"
"Ayua","P","PPL","   7.3333","   8.2500","Benue","Gwer"
"Ayua","P","PPL","   7.2833","   8.7500","Benue","Gboko"
"Ayua","P","PPL","   7.1666","   8.5333","Benue","Konshish"
"Ayua","P","PPL","   7.1333","   8.6833","Benue","Konshish"
"Ayougbene","P","PPL","   4.6333","   6.1666","Rivers","Brass"
"Ayorinde","P","PPL","   7.1500","   3.9666","Oyo","Ona-Ara"
"Ayoo","P","PPL","   7.3500","   8.6333","Benue","Gboko"
"Ayoo","P","PPL","   7.3166","   8.6666","Benue","Gboko"
"Ayoo","P","PPL","   7.1666","   8.8333","Benue","Ushongo"
"Ayongo","P","PPL","   7.2166","   8.5166","Benue","Konshish"
"Ayon","P","PPL","   4.8602","   6.4505","Rivers","Abua/Odu"
"Ayomaya","P","PPL","   7.5875","   3.9447","Oyo","Akinyele"
"Ayom","P","PPL","   7.4000","   8.7000","Benue","Gboko"
"Ayolave","P","PPL","   7.1000","   8.5333","Benue","Konshish"
"Ayoguri","P","PPL","   7.1000","   6.4000","Edo","EtsakoWe"
"Ayodele","P","PPL","   8.2166","   3.6000","Oyo","Iseyin"
"Ayobo","P","PPL","   6.6000","   3.2333","Lagos","Ikeja"
"Ayo","P","PPL","   7.4166","   3.7000","Oyo","Ido"
"Ayo","P","PPL","   7.3000","   3.1000","Ogun","AbeokutaNorth"
"Ayo","P","PPL","   7.2333","   3.7000","Ogun","Odeda"
"Ayo","P","PPL","   7.1166","   3.2000","Ogun","AbeokutaNorth"
"Ayo","P","PPL","   7.1000","   8.7500","Benue","Konshish"
"Ayisa","P","PPL","   7.6166","   8.6500","Benue","Gwer"
"River Ayinta","H","STM","   8.4833","   3.8166","Oyo","Ifedapo"
"River Ayinstia","H","STM","   7.5500","   3.0333","Oyo","Ifeloju"
"Ayinrin","P","PPL","   7.3666","   4.7166","Osun","Atakumosa"
"Ayinla","P","PPL","   7.0500","   3.1500","Ogun","Ifo"
"Ayinde","P","PPL","   7.5333","   3.5333","Oyo","Ibarapa"
"River Ayinbo","H","STM","   7.2500","   3.0166","Ogun","EgbadoNorth"
"River Ayin","H","STM","   7.3166","   3.2833","Ogun","Odeda"
"Ayimta","P","PPL","   7.3333","   8.6333","Benue","Gboko"
"Ayimaya","P","PPL","   6.4500","   8.5166","Cross River","Yala Cross"
"Ayilekan","P","PPL","   8.8166","   4.7666","Kwara","Moro"
"Ayila","P","PPL","   7.6166","   8.9166","Benue","Buruku"
"Ayila","P","PPL","   7.1833","   8.9500","Benue","Ushongo"
"Ayila","P","PPL","   6.5666","   4.5500","Ogun","OgunWaterside"
"Ayigbiri","P","PPL","   7.9166","   4.3833","Oyo","Surulere"
"Ayiedero","P","PPL","   8.1166","   6.0000","Kogi","YagbaEas"
"Ayidina","P","PPL","   7.8000","   4.3833","Osun","Egbedore"
"Ayibobiri","P","PPL","   5.0833","   6.2500","Rivers","Northern"
"Ayev","P","PPL","   7.9166","   8.6666","Benue","Guma"
"Ayev","P","PPL","   7.0666","   8.5666","Benue","Konshish"
"Ayertyo","P","PPL","   7.1000","   8.7166","Benue","Konshish"
"Ayeso","P","PPL","   8.4166","   9.1000","Plateau","Awe"
"Ayeri-Ubiane","P","PPL","   7.0166","   6.2833","Edo","EtsakoWe"
"Ayere","P","PPL","   8.0500","   9.1333","Plateau","Awe"
"Ayere","P","PPL","   7.7000","   5.9833","Kogi","Ijumu"
"Ayer","P","PPL","   7.0666","   8.9166","Benue","Ushongo"
"Ayenigianran","P","PPL","   6.6333","   5.2666","Edo","OviaSouth-West"
"Ayen","P","PPL","   6.4500","   5.7333","Edo","Orhionmw"
"Ayem","P","PPL","   7.1333","   8.5500","Benue","Konshish"
"Ayele","P","PPL","   7.8500","   7.9000","Benue","Apa"
"Ayekoshe","P","PPL","   6.6500","   2.9166","Ogun","EgbadoSouth"
"Ayeka","P","PPL","   6.4666","   4.8333","Ondo","Ikale"
"Ayeeshio","P","PPL","   7.0666","   8.8833","Benue","Ushongo"
"Aye Ekiti","P","PPL","   7.8000","   5.2166","Ondo","Ido/Osi"
"Aye Ekan","P","PPL","   8.0500","   5.1166","Kwara","Irepodun"
"Ayedi","P","PPL","   7.1666","   3.5500","Ogun","Odeda"
"Ayedi","P","PPL","   6.4166","   5.4333","Edo","OviaSouth-West"
"Ayebabiri","P","PPL","   5.0833","   6.2500","Rivers","Northern"
"Aye (1)","P","PPL","   7.9666","   5.2333","Ondo","Moba"
"River Aye","H","STM","   7.2333","   4.5666","Osun","IfeSouth"
"River Aye","H","STM","   6.7166","   3.7333","Ogun","IjebuOde"
"River Aye","H","STM","   6.6166","   3.8000","Lagos","Epe"
"Aye","P","PPL","   7.9666","   5.2333","Ondo","Moba"
"Aye","P","PPL","   7.9166","   4.2500","Osun","Ejigbo"
"Aye","P","PPL","   7.8000","   5.2166","Ondo","Ido/Osi"
"Aye","P","PPL","   6.9333","   9.5333","Benue","Kwande"
"Aye","P","PPL","   6.5833","   4.7500","Ondo","Ikale"
"Ayayi","P","PPL","   7.1833","  10.1666","Taraba","Takum"
"Ayara Agu","P","PPL","   5.8833","   7.5833","Abia","Ohaozara"
"Ayanyemi","P","PPL","   7.6000","   3.2833","Oyo","Ifeloju"
"Ayantade","P","PPL","   7.8333","   3.5666","Oyo","Iseyin"
"Ayankunle","P","PPL","   7.5833","   3.3666","Oyo","Ibarapa"
"Ayanka","P","PPL","   7.4166","   6.7500","Kogi","Ofu"
"Ayangor","P","PPL","   7.1166","   8.6666","Benue","Konshish"
"Ayange","P","PPL","   7.3333","   8.5666","Benue","Konshish"
"Ayange","P","PPL","   7.2333","   8.6166","Benue","Konshish"
"Ayangba","P","PPL","   7.5166","   7.1333","Kogi","Dekina"
"Ayangba","P","PPL","   7.1166","   7.4666","Kogi","Olamabor"
"River Ayande","H","STM","   7.1833","   8.9666","Benue","Ushongo"
"River Awyan","H","STM","   7.2166","   3.3000","Ogun","AbeokutaNorth"
"Ayamfaga","P","PPL","   7.2666","   8.5500","Benue","Konshish"
"Ayamassa","P","PPL","   5.1333","   5.9333","Rivers","Ekeremor"
"Ayamasa","P","PPL","   5.1333","   5.9333","Rivers","Ekeremor"
"Ayama","P","PPL","  13.4166","   4.9333","Sokoto","Tangazar"
"Ayama","P","PPL","   6.9000","   9.6333","Benue","Kwande"
"Ayama","P","PPL","   5.4333","   5.7666","Delta","Okpe"
"Ayama","P","PPL","   4.8697","   6.2108","Rivers","SouthernIjaw"
"Ayama","P","PPL","   4.5666","   7.3333","Rivers","Khana"
"Ayakunle","P","PPL","   7.4166","   4.4333","Osun","IfeNorth"
"Ayakunle","P","PPL","   7.4000","   4.4333","Osun","IfeNorth"
"Ayakpa","P","PPL","   7.1000","   8.5833","Benue","Konshish"
"Ayakoromo","P","PPL","   5.3166","   5.7500","Delta","Burutu"
"Ayakorama","P","PPL","   5.3166","   5.7500","Delta","Burutu"
"Ayaki","P","PPL","   8.8000","   4.4666","Kwara","Moro"
"Ayakasang","P","PPL","   5.1333","   8.2166","Cross River","Odukpani"
"Ayaka","P","PPL","   7.5500","   8.8166","Benue","Gboko"
"Ayaisi","P","PPL","   7.0500","   8.7833","Benue","Konshish"
"Ayaghel","P","PPL","   7.2833","   8.7166","Benue","Gboko"
"Ayagha","P","PPL","   5.3833","   5.8666","Delta","UgheliSo"
"Ayagawa","P","PPL","  12.3166","   6.8333","Sokoto","Kaura-Na"
"Ayaga","P","PPL","  11.7000","   7.6000","Katsina","Malumfas"
"Ayaga","P","PPL","   7.1500","   8.6333","Benue","Konshish"
"Ayaebam","P","PPL","   5.2500","   8.3666","Cross River","Akamkpa"
"Ayadeghe","P","PPL","   5.1666","   8.0500","Akwalbom","Itu"
"Ayaboro","P","PPL","   7.0166","  10.7333","Taraba","Sardauna"
"Ayabo","P","PPL","   7.1833","   5.9500","Edo","OwanWest"
"Ayabagir","P","PPL","   7.6666","  10.1666","Taraba","Donga"
"Ayaba","P","PPL","  11.9666","  13.3166","Borno","Konduga"
"Ayaba","P","PPL","   5.4333","   8.1333","Cross River","Biase"
"Ayaan","P","PPL","   7.5500","  10.1000","Taraba","Takum"
"Aya Ama","P","PPL","   5.0666","   6.3000","Rivers","Northern"
"Ayaakaa","P","PPL","   7.1500","   8.6500","Benue","Konshish"
"Aya Abam","P","PPL","   5.2500","   8.3666","Cross River","Akamkpa"
"Aya","H","STM","   6.3833","   8.4833","Enugu","Izzi"
"Awyaw","H","STM","   7.2833","   2.9500","Ogun","EgbadoNorth"
"Awya Hill","T","HLL","   7.6166","   3.2166","Oyo","Ifeloju"
"Awwinrin","H","STM","   8.1833","   3.0166","Oyo","Kajola"
"River Awwaw","H","STM","   6.5000","   3.1000","Lagos","Badagary"
"Awwaw","H","STM","   8.3833","   3.3333","Oyo","Ifedapo"
"Awwaw","P","PPL","   8.4166","   3.3666","Oyo","Ifedapo"
"Awwaw","P","PPL","   6.6000","   2.9000","Ogun","EgbadoSouth"
"Awusu","P","PPL","   7.3333","   8.5500","Benue","Konshish"
"Awusan","P","PPL","   7.7666","   4.0166","Oyo","Afijio"
"Awuru Emigi","P","PPL","   9.7166","   4.6333","Niger","Borgu"
"Awuru Canal","H","CNLN","   9.7000","   4.6333","Niger","Borgu"
"Awuru","P","PPL","   9.7000","   4.6333","Niger","Borgu"
"Awuro Oyo I","P","PPL","   7.3500","   4.4666","Osun","IfeNorth"
"Awure","P","PPL","   7.4333","   8.7333","Benue","Gboko"
"Awunmiri Nkareku","P","PPL","   6.5000","   8.1500","Enugu","Izzi"
"River Awun","H","STM","   9.1333","   4.7833","Kwara","Kaiama"
"Awumniri Agbaja","P","PPL","   6.5000","   8.1666","Enugu","Izzi"
"Awulu","P","PPL","   7.5833","   7.6500","Kogi","Ankpa"
"Awulogun","P","PPL","   7.2166","   3.7833","Oyo","Oluyole"
"Awulkitina","P","PPL","  13.6000","   4.3833","Sokoto","Tangazar"
"Awulkin Takare","P","PPL","  13.6166","   4.4166","Sokoto","Tangazar"
"River Awuja","H","STM","   8.5166","   3.4500","Oyo","Ifedapo"
"Awuhe","P","PPL","   7.3833","  10.0166","Taraba","Takum"
"Awuhe","P","PPL","   7.3333","   8.6666","Benue","Gboko"
"Awube","P","PPL","   8.4500","  11.0833","Taraba","Bali"
"Awua","P","PPL","   7.3333","   8.6666","Benue","Gboko"
"Awua","P","PPL","   7.1000","   8.7166","Benue","Konshish"
"River Awu","H","STM","   6.7333","   8.2500","Enugu","Izzi"
"Awu","P","PPL","   5.6166","   7.4666","Abia","Umuahia"
"Awtun","P","PPL","   7.9833","   5.1333","Ondo","Moba"
"Awton","P","PPL","   8.3500","   4.4166","Kwara","Asa"
"Awton","P","PPL","   7.8166","   4.7833","Osun","Obokun"
"Awteyi","P","PPL","   7.0166","   3.2000","Ogun","Ifo"
"Awterere","P","PPL","   8.3833","   4.4333","Kwara","Asa"
"Awterere","P","PPL","   8.3166","   4.3833","Kwara","Asa"
"Awtefon Hill","T","HLL","   8.1500","   3.8833","Oyo","Oyo"
"River Awta","H","STM","   4.9038","   7.1416","Rivers","Etche"
"Awsun","P","PPL","   8.0166","   5.0666","Ondo","Moba"
"Awsi Hill","T","HLL","   7.9500","   3.2500","Oyo","Kajola"
"Awshun Teddo","P","PPL","   7.7000","   4.3333","Osun","Egbedore"
"Awshun","H","STM","   8.4166","   3.3833","Oyo","Ifedapo"
"Awshile","P","PPL","   7.1833","   3.4500","Ogun","Odeda"
"Awshaw","P","PPL","   7.3333","   3.7166","Oyo","Ido"
"Awsawmba","P","PPL","   5.4333","   8.6333","Cross River","Akamkpa"
"Awretu","P","PPL","   7.6513","   3.8888","Oyo","Akinyele"
"Awreta","P","PPL","   6.5333","   3.5166","Lagos","Mainland"
"River Awre","H","STM","   6.5833","   3.2000","Lagos","Ikeja"
"River Awrawraw","H","STM","   5.7500","   7.5666","Abia","Bende"
"River Awra","H","STM","   6.5833","   7.7333","Enugu","Ishielu"
"Awra","H","STM","   8.0333","   4.1500","Oyo","Orire"
"River Awpekki","H","STM","   7.2833","   3.3166","Ogun","Odeda"
"Awpeji","P","PPL","   7.3166","   3.3833","Ogun","Odeda"
"Awpaleye","P","PPL","   7.5280","   3.7572","Oyo","Ido"
"Awoye","P","PPL","   7.6833","   4.8166","Osun","Oriade"
"Awoye","P","PPL","   5.9833","   4.9166","Ondo","IlajeEseodo"
"Awoyaya","P","PPL","   6.4833","   3.7000","Lagos","Ibeju/Lekki"
"Awowo Station","S","RSTN","   7.0500","   3.2166","Ogun","AbeokutaNorth"
"Awowo","P","PPL","   7.5833","   4.4000","Osun","Ayedaade"
"Awowo","P","PPL","   7.3833","   4.0666","Oyo","Egbeda"
"Awotan","P","PPL","   7.4430","   3.8619","Oyo","IbadanNorth"
"Aworo Native Area Number 3","L","RESF","   7.9166","   6.5500","Kogi","Kotonkar"
"Aworo Native Area Number 2","L","RESF","   7.9166","   6.7166","Kogi","Kotonkar"
"Aworo Native Area Number 1","L","RESF","   8.2500","   6.5666","Kogi","Kotonkar"
"Aworo","P","PPL","   7.3166","   3.2833","Ogun","Odeda"
"Aworo","P","PPL","   7.2500","   2.7833","Ogun","EgbadoNorth"
"River Aworin","H","STM","   7.2833","   4.1333","Osun","Irewole"
"Awori","P","PPL","   7.0000","   3.8500","Ogun","IjebuNorth"
"River Aworan","H","STM","   7.4000","   3.4666","Ogun","Odeda"
"Awopeju","P","PPL","   7.2333","   4.7666","Osun","Atakumosa"
"Awonko Hill","T","HLL","   8.2166","   3.2166","Oyo","Iseyin"
"Awo Ndemini","P","PPL","   5.8166","   6.9333","Imo","Orsu"
"River Awon","H","STM","   7.8666","   3.7166","Oyo","Iseyin"
"Awon","P","PPL","   8.0833","   4.0166","Oyo","Oyo"
"Awon","P","PPL","   7.0833","   3.8333","Oyo","Oluyole"
"Awomama","P","PPL","   5.6500","   6.9333","Imo","Oru"
"Awolu","P","PPL","   9.9666","   6.7500","Niger","Shiroro"
"Awolese","P","PPL","   7.7833","   3.3000","Oyo","Iseyin"
"Awolakakiri","P","PPL","   4.5333","   6.9333","Rivers","Degema"
"Awoiki","P","PPL","   6.8333","   6.5000","Edo","EsanNort"
"Awo Idemiri","P","PPL","   5.8166","   6.9333","Imo","Orsu"
"Awofeke","P","PPL","   7.6500","   4.0833","Osun","Iwo"
"Awo Ekiti","P","PPL","   7.7166","   5.1500","Ondo","EkitiEas"
"Awodu Kinchi","P","PPL","   9.4166","   5.7166","Niger","Lavun"
"Awodikuro","P","PPL","   6.2333","   4.8833","Ondo","IlajeEseodo"
"Awodeji","P","PPL","   7.7000","   3.4666","Oyo","Ibarapa"
"Awo","P","PPL","   7.7666","   4.4000","Osun","Egbedore"
"Awo","P","PPL","   7.2666","   4.8666","Ondo","IleOluji/Okeigbo"
"Awo","P","PPL","   7.2166","   3.4000","Ogun","Odeda"
"Awo","P","PPL","   7.1500","   3.4500","Ogun","Odeda"
"Awo","P","PPL","   7.0333","  10.8666","Taraba","Sardauna"
"Awo","P","PPL","   6.9000","   3.5500","Ogun","Obafemi-Owode"
"Awo","H","STM","   6.7333","   8.2500","Enugu","Izzi"
"Awo","P","PPL","   6.7333","   6.3666","Edo","EsanNort"
"Awo","P","PPL","   5.5833","   7.0333","Imo","Mbaitoli"
"Awni","H","STM","   7.1166","   3.7833","Oyo","Oluyole"
"Awne","P","PPL","   4.7166","   7.1500","Rivers","Tai/Ekem"
"Awna","H","STM","   6.7166","   3.7333","Ogun","IjebuOde"
"Awn","H","STM","   8.8666","   4.5000","Kwara","Moro"
"Awmi","H","STM","   7.1166","   3.7833","Oyo","Oluyole"
"Awmawlagi","H","STM","   8.1666","   4.4000","Oyo","Surulere"
"Awmawdun","P","PPL","   7.5666","   4.0666","Oyo","Lagelu"
"Awlu","P","PPL","   5.7833","   7.0333","Imo","Orlu"
"River Awle","H","STM","   6.8333","   6.6000","Edo","EtsakoWe"
"Awlawule","P","PPL","   8.4000","   4.4166","Kwara","Asa"
"Awlawrunda","P","PPL","   7.2166","   3.1500","Ogun","AbeokutaNorth"
"Awlawpade","P","PPL","   7.4666","   3.5500","Oyo","Ibarapa"
"Awlawkaw","P","PPL","   7.2500","   3.2833","Ogun","AbeokutaNorth"
"Awlawka","P","PPL","   7.4166","   2.9166","Ogun","EgbadoNorth"
"Awlawde","P","PPL","   7.6591","   3.9452","Oyo","Afijio"
"Awlawawle","P","PPL","   8.3166","   4.3833","Kwara","Asa"
"Awla","P","PPL","   7.9500","   4.2833","Oyo","Ogo-Oluw"
"Awla","P","PPL","   7.3833","   3.1333","Ogun","EgbadoNorth"
"Awkwa River","H","STM","   5.8500","   7.1833","Imo","IdeatoNo"
"Awkuzu","P","PPL","   6.2333","   6.9333","Anambra","Njikoka"
"Awkpawku","H","STM","   6.1500","   8.4166","Cross River","Obubra"
"Awkinni","P","PPL","   7.8333","   4.5333","Osun","Egbedore"
"Awke","P","PPL","   7.5833","   4.0500","Oyo","Lagelu"
"Awkan","H","STM","   8.0333","   2.9833","Oyo","Kajola"
"Awkaka","H","STM","   8.2333","   3.4500","Oyo","Iseyin"
"Awkaka","P","PPL","   8.2166","   3.4666","Oyo","Iseyin"
"Awka Ikot Ene","P","PPL","   4.8500","   8.5333","Cross River","Akpabuyo"
"Awka Agbobu","P","PPL","   5.8666","   7.2500","Imo","Okigwe"
"River Awka","H","STM","   5.4833","   7.8500","Abia","Arochukw"
"Akwa","P","PPL","   6.2166","   7.0833","Anambra","AwkaSout"
"Awka","P","PPL","   5.6333","   7.1666","Imo","IsialaMb"
"Awjennike","P","PPL","   8.0166","   4.4666","Oyo","Surulere"
"Awjedeji","P","PPL","   7.6383","   3.8033","Oyo","Ido"
"Awje","H","STM","   8.6166","   3.7000","Oyo","Ifedapo"
"Awje","P","PPL","   7.3333","   3.1000","Ogun","AbeokutaNorth"
"Awjaw","P","PPL","   6.4500","   3.2166","Lagos","Ojo"
"Awja-Ikoradu","P","PPL","   6.6027","   3.4911","Lagos","Ikorodu"
"Awja Awdaw","P","PPL","   6.8833","   2.8500","Ogun","EgbadoNorth"
"Awja Ata","P","PPL","   7.3666","   2.7833","Ogun","EgbadoNorth"
"Awiwinghi","P","PPL","   6.4833","   8.7166","Cross River","Ogoja"
"Awiwabekun","P","PPL","   6.5333","   5.6833","Edo","OviaNort"
"Awise","P","PPL","   7.2666","   4.0833","Oyo","Ona-Ara"
"Awise","P","PPL","   7.1833","   4.0833","Oyo","Ona-Ara"
"Awigbene","P","PPL","   4.8427","   6.0019","Rivers","Sagbama"
"Awiakalakala","P","PPL","   4.6491","   6.3452","Rivers","Brass"
"Awi","P","PPL","   5.2500","   8.3666","Cross River","Akamkpa"
"Awhum","P","PPL","   6.5333","   7.4166","Enugu","Udi"
"Awho","P","PPL","   5.3500","   6.1666","Delta","IsokoSou"
"River Awha","H","STM","   7.5833","   2.9833","Oyo","Ifeloju"
"Awha","P","PPL","   7.8500","   3.4000","Oyo","Kajola"
"Awgu Market","P","PPL","   6.0500","   7.4666","Enugu","Awgu"
"Awgu","P","PPL","   6.0666","   7.4833","Enugu","Awgu"
"Awgbu","H","STM","   5.9000","   6.8666","Anambra","Ihiala"
"River Awgbe","H","STM","   6.5833","   3.2000","Lagos","Ikeja"
"Awgbawraw","P","PPL","   8.7666","   3.6166","Oyo","Ifedapo"
"Awgbaw","H","STM","   7.9166","   2.7000","Ogun","EgbadoNorth"
"Awgbagba","P","PPL","   7.7000","   4.2500","Osun","Ola-Oluwa"
"Awgawtun","P","PPL","   7.5000","   5.0000","Ondo","EkitiSouth-West"
"Awgawmbaw","P","PPL","   6.4500","   3.6166","Lagos","Eti-Osa"
"Awgawgawraw","P","PPL","   6.5000","   3.9333","Lagos","Ibeju/Lekki"
"Awgangi","P","PPL","   7.5166","   4.4666","Osun","IfeCentral"
"Awga","P","PPL","   7.2666","   7.8666","Benue","Oturkpo"
"Awfin","P","PPL","   6.5333","   3.5000","Lagos","Mainland"
"Awfa-Igbo","P","PPL","   7.5166","   4.1166","Osun","Ayedire"
"River Awewole","H","STM","   8.6333","   3.6500","Oyo","Ifedapo"
"River Awere","H","STM","   8.5166","   5.2500","Kwara","Ifelodun"
"Awerankale","P","PPL","   8.1166","   4.1333","Oyo","Orire"
"Awena","P","PPL","   8.2833","   8.7833","Plateau","Lafia"
"Awena","P","PPL","   8.2666","   8.7166","Plateau","Lafia"
"Awela","P","PPL","   7.3166","   3.0166","Ogun","EgbadoNorth"
"River Awe","H","STM","   8.4333","   4.3666","Kwara","Asa"
"Awe","P","PPL","   8.1000","   9.1333","Plateau","Awe"
"Awe","P","PPL","   7.8166","   3.9666","Oyo","Oyo"
"Awdunabon","P","PPL","   7.5500","   4.4500","Osun","Ayedaade"
"Awde-Shaka","P","PPL","   8.2500","   4.4333","Kwara","Asa"
"Awde-Omu","P","PPL","   7.5333","   4.4000","Osun","Ayedaade"
"Awdeda","P","PPL","   7.2333","   3.5333","Ogun","Odeda"
"Awde","P","PPL","   7.7833","   5.7166","Ondo","EkitiEas"
"Awdaw Refurefu","P","PPL","   6.9333","   2.8666","Ogun","EgbadoNorth"
"Awdan Iyasi","P","PPL","   6.5166","   2.8166","Ogun","EgbadoSouth"
"Awdan Ilaro","P","PPL","   6.5000","   2.8166","Lagos","Badagary"
"Awdan Ibola","P","PPL","   6.7833","   2.8000","Ogun","EgbadoSouth"
"Awbete Aworo","P","PPL","   7.3166","   3.2833","Ogun","Odeda"
"Awbere","P","PPL","   8.2666","   4.3333","Oyo","Surulere"
"Awbele","P","PPL","   6.9500","   2.7166","",""
"Awbe","H","STM","   8.1166","   4.4166","Oyo","Surulere"
"Awbe","H","STM","   6.5666","   4.0666","Lagos","Epe"
"Awbawda","P","PPL","   7.6166","   4.0166","Oyo","Akinyele"
"Awbana","H","STM","   5.7000","   6.8000","Imo","Oru"
"Awban","P","PPL","   5.3833","   7.2166","Imo","Aboh-Mba"
"Awba-Mowo","P","PPL","   7.7500","   4.1500","Osun","Ola-Oluwa"
"Awbada","P","PPL","   7.5225","   3.9152","Oyo","Akinyele"
"River Awba","H","STM","   7.4666","   4.1500","Osun","Irewole"
"Awba","T","HLL","   7.7833","   4.1166","Osun","Ola-Oluwa"
"Awba","T","HLL","   7.5000","   3.2500","Oyo","Ifeloju"
"Awba","P","PPL","   7.9000","   4.5833","Osun","Ifelodun"
"Awba","P","PPL","   7.0333","   3.3500","Ogun","Obafemi-Owode"
"Awba","P","PPL","   6.8500","   7.4500","Enugu","Nsukka"
"Awba","H","STM","   6.5666","   4.0666","Lagos","Epe"
"Awba","P","PPL","   6.4166","   7.0333","Anambra","AwkaNort"
"Awayo","P","PPL","  11.3166","   9.1000","Kano","Sumaila"
"Awayne","H","STM","   7.9333","   3.0500","Oyo","Kajola"
"Awayetitun","P","PPL","   7.4666","   3.3833","Ogun","Odeda"
"Awaye","P","PPL","   8.2500","   4.0833","Oyo","Orire"
"Awaye","P","PPL","   7.4666","   3.4166","Oyo","Ibarapa"
"Awaye","P","PPL","   7.0500","   3.1166","Ogun","EgbadoNorth"
"Awawu","P","PPL","   7.5833","   3.5000","Oyo","Ibarapa"
"Awaua","P","PPL","  11.3333","  13.7166","Borno","Bama"
"Awat Nkang","P","PPL","   5.1166","   7.8666","Akwalbom","Itu"
"Awasha","P","PPL","   9.9000","   6.8166","Niger","Shiroro"
"Awarra","P","PPL","   5.3500","   6.7666","Imo","Ohaji/Eg"
"Awa River","H","STM","   4.6500","   7.8833","Akwalbom","Eket"
"Awarge","P","PPL","   7.0833","   8.9500","Benue","Ushongo"
"Awanibaku","P","PPL","   7.3669","   3.9533","Oyo","IbadanNorth-East"
"River Awane","H","STM","  10.4666","   6.3333","Niger","Rafi"
"Awana","P","PPL","   8.2666","   8.7166","Plateau","Lafia"
"Awan","P","PPL","   9.7833","   7.8000","Kaduna","Kachia"
"Awan","P","PPL","   9.7833","   7.7833","Kaduna","Kachia"
"Awam","P","PPL","   9.7833","   7.8000","Kaduna","Kachia"
"Awam","P","PPL","   9.7833","   7.7833","Kaduna","Kachia"
"Awalla","P","PPL","  12.0833","   6.9833","Sokoto","Gusau"
"Awala","P","PPL","  12.1666","   6.8000","Sokoto","Bungudu"
"Awala","P","PPL","  12.0666","   6.5333","Sokoto","Bungudu"
"Awala","P","PPL","   7.2500","   4.2500","Osun","Irewole"
"Awakua","P","PPL","   8.1500","   7.4666","Plateau","Nasarawa"
"Awak Hill","T","HLL","   9.8833","  11.4166","Bauchi","Kaltungo"
"Awaka","P","PPL","   5.4666","   7.0833","Imo","Owerri"
"Awak","P","PPL","   9.8666","  11.4000","Bauchi","Kaltungo"
"Awajir","P","PPL","   7.2833","   8.5500","Benue","Konshish"
"Awaiye","P","PPL","   7.4000","   4.0666","Oyo","Egbeda"
"Awaiye","P","PPL","   7.1666","   4.3500","Osun","IfeNorth"
"Awaiye","P","PPL","   7.0500","   3.1166","Ogun","EgbadoNorth"
"Awai Peak","T","PK","   5.7000","   8.3500","Cross River","Akamkpa"
"Awailfunkpa","P","PPL","   5.5666","   8.2666","Cross River","Akamkpa"
"Awai Ifunkpa","P","PPL","   5.5666","   8.2666","Cross River","Akamkpa"
"Awai","P","PPL","  11.0666","   7.9000","Kaduna","Soba"
"Awai","P","PPL","   5.7333","   8.3833","Cross River","Akamkpa"
"Awah","P","PPL","   5.5166","   6.3833","Delta","NdokwaEa"
"Awagabi","P","PPL","  10.2666","   5.9000","Niger","Kontogur"
"Awado","P","PPL","   6.9500","   3.2666","Ogun","Ifo"
"Awadi","P","PPL","  12.8166","   4.6333","Kebbi","Argungu"
"Awa Creek","H","STM","   4.6500","   7.8833","Akwalbom","Eket"
"Awa","H","STM","   5.8000","   8.8333","Cross River","Ikom"
"River Awa","H","STM","   5.8000","   8.8333","Cross River","Ikom"
"Awa","P","PPL","   8.7552","   7.4758","FCT","AbujaMun"
"Awa","P","PPL","   6.9500","   3.9333","Ogun","IjebuNorth"
"Awa","P","PPL","   4.6666","   7.8333","Akwalbom","Onna"
"Avuye","P","PPL","   8.3333","   6.7333","Niger","Lapai"
"Avutu","P","PPL","   5.5333","   7.3666","Imo","Obowo"
